Country,Color,Flag,Year,Warheads
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1976,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1976,22.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1976,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1976,22165.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1976,500.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1976,25914.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1976,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1977,180.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1977,228.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1977,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1977,24.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1977,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1977,24281.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1977,500.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1977,25542.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1977,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1978,190.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1978,235.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1978,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1978,26.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1978,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1978,26169.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1978,500.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1978,24418.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1978,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1979,195.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1979,235.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1979,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1979,29.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1979,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1979,28258.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1979,500.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1979,24138.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1979,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1980,205.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1980,250.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1980,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1980,31.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1980,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1980,30665.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1980,500.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1980,24104.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1980,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1981,210.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1981,274.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1981,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1981,33.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1981,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1981,32146.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1981,500.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1981,23208.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1981,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1982,216.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1982,274.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1982,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1982,35.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1982,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1982,33486.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1982,385.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1982,22886.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1982,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1983,218.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1983,279.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1983,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1983,38.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1983,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1983,35130.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1983,380.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1983,23305.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1983,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1984,220.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1984,280.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1984,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1984,40.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1984,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1984,36825.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1984,350.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1984,23459.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1984,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1985,222.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1985,360.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1985,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1985,42.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1985,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1985,38582.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1985,350.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1985,23368.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1985,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1986,224.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1986,355.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1986,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1986,44.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1986,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1986,40159.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1986,350.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1986,23317.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1986,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1987,226.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1987,420.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1987,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1987,47.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1987,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1987,38107.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1987,350.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1987,23575.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1987,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1988,228.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1988,410.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1988,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1988,49.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1988,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1988,36538.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1988,350.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1988,23205.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1988,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1989,230.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1989,410.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1989,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1989,51.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1989,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1989,35078.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1989,350.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1989,22217.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1989,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1990,232.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1990,505.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1990,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1990,53.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1990,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1990,32980.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1990,350.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1990,21392.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1990,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1991,234.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1991,540.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1991,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1991,56.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1991,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1991,29154.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1991,350.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1991,19008.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1991,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1992,234.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1992,540.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1992,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1992,58.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1992,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1992,26734.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1992,250.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1992,13708.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1992,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1993,234.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1993,525.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1993,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1993,60.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1993,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1993,24403.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1993,250.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1993,11511.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1993,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1994,234.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1994,510.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1994,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1994,62.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1994,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1994,21339.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1994,250.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1994,10979.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1994,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1995,234.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1995,500.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1995,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1995,63.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1995,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1995,18179.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1995,234.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1995,10904.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1995,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1996,234.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1996,450.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1996,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1996,64.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1996,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1996,15942.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1996,203.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1996,11011.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1996,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1997,232.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1997,450.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1997,0.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1997,66.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1997,0.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1997,15442.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1997,203.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1997,10903.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1997,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1998,232.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1998,450.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1998,3.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1998,68.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1998,2.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1998,14368.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1998,240.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1998,10732.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1998,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,1999,232.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,1999,450.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,1999,8.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,1999,70.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,1999,8.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,1999,13188.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,1999,240.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,1999,10685.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,1999,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2000,232.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2000,470.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2000,13.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2000,72.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2000,14.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2000,12188.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2000,280.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2000,10577.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2000,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2001,235.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2001,350.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2001,18.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2001,74.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2001,20.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2001,11152.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2001,280.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2001,10526.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2001,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2002,235.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2002,350.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2002,23.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2002,76.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2002,26.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2002,10114.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2002,280.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2002,10457.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2002,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2003,235.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2003,350.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2003,28.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2003,78.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2003,32.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2003,9076.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2003,280.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2003,10027.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2003,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2004,235.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2004,350.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2004,33.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2004,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2004,38.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2004,8038.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2004,280.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2004,8570.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2004,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2005,235.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2005,350.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2005,38.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2005,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2005,44.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2005,7000.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2005,280.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2005,8360.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2005,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2006,235.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2006,350.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2006,43.0
Izrael,4,https://www.countryflags.io/il/flat/64.png,2006,80.0
Pakistan,5,https://www.countryflags.io/pk/flat/64.png,2006,50.0
Rosja,6,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/255px-Flag_of_Russia.svg.png,2006,6643.0
Wielka Brytania,7,https://www.countryflags.io/gb/flat/64.png,2006,225.0
USA,8,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/220px-Flag_of_the_United_States.svg.png,2006,7853.0
Korea Pó³nocna,9,https://democracychronicles.org/wp-content/uploads/NK-flag.jpg,2006,
Chiny,1,https://www.countryflags.io/cn/flat/64.png,2007,235.0
Francja,2,https://www.countryflags.io/fr/flat/64.png,2007,350.0
Indie,3,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/255px-Flag_of_India.svg.png,2007,50.0
